light,floor,obj,v,minDist,closeConfig,close,safeclose,robustness,v2,neighSafe
0.9,0.5,0.8,1,0.19999999999999996,"[[0.9, 0.5, 0.9], [1.0, 0.5, 0.7], [0.9, 0.4, 0.8], [1.0, 0.45, 0.8], [1.0, 0.45, 0.9], [0.9, 0.4, 0.9], [0.9, 0.45, 0.7], [0.8, 0.5, 0.7]]",8,2,0.5,1.0,0.25
1.0,0.5,0.5,13,0.19999999999999996,"[[1.0, 0.5, 0.6], [1.0, 0.4, 0.6], [1.0, 0.4, 0.5], [0.9, 0.45, 0.5], [0.9, 0.45, 0.6]]",5,3,0.6,0.0,0.6
0.7,0.45,0.9,0,0.19999999999999996,"[[0.8, 0.45, 1.0], [0.7, 0.45, 0.8], [0.6, 0.45, 0.8], [0.6, 0.45, 0.9], [0.7, 0.4, 1.0], [0.6, 0.35, 0.9], [0.6, 0.5, 0.9], [0.6, 0.5, 0.8], [0.7, 0.35, 0.9], [0.6, 0.4, 0.9], [0.6, 0.4, 0.8], [0.7, 0.35, 0.8], [0.7, 0.5, 1.0]]",13,5,0.6153846153846154,1.0,0.38461538461538464
0.7,0.5,0.7,0,0.19999999999999996,"[[0.7, 0.5, 0.6], [0.7, 0.45, 0.8], [0.7, 0.4, 0.7], [0.7, 0.4, 0.6], [0.8, 0.5, 0.6], [0.6, 0.5, 0.8], [0.8, 0.5, 0.7], [0.8, 0.4, 0.7], [0.8, 0.45, 0.7]]",9,3,0.5555555555555556,1.0,0.3333333333333333
0.5,0.45,0.6,0,0.19999999999999996,"[[0.5, 0.45, 0.7], [0.5, 0.45, 0.5], [0.5, 0.35, 0.6], [0.5, 0.35, 0.7], [0.5, 0.35, 0.5], [0.6, 0.4, 0.6]]",6,2,0.3333333333333333,1.0,0.3333333333333333
0.6,0.3,0.5,13,0.19999999999999996,"[[0.6, 0.3, 0.6], [0.7, 0.4, 0.5], [0.5, 0.3, 0.6], [0.5, 0.25, 0.6], [0.5, 0.35, 0.6], [0.5, 0.3, 0.5], [0.5, 0.35, 0.5], [0.5, 0.25, 0.5], [0.7, 0.25, 0.6], [0.7, 0.35, 0.6], [0.6, 0.4, 0.6]]",11,2,0.36363636363636365,1.0,0.18181818181818182
0.5,0.45,0.7,1,0.19999999999999996,"[[0.5, 0.45, 0.6], [0.5, 0.4, 0.8], [0.5, 0.5, 0.8], [0.6, 0.45, 0.8], [0.5, 0.35, 0.6], [0.5, 0.35, 0.7], [0.6, 0.4, 0.6]]",7,5,0.7142857142857143,0.0,0.7142857142857143
0.8,0.45,1.0,0,0.19999999999999996,"[[0.7, 0.45, 0.9], [0.9, 0.5, 0.9], [0.8, 0.4, 1.0], [0.9, 0.45, 1.0], [0.8, 0.5, 1.0], [0.9, 0.4, 0.9], [0.9, 0.35, 1.0], [0.7, 0.4, 1.0], [0.8, 0.35, 1.0], [0.7, 0.5, 1.0]]",10,6,0.8,0.0,0.6
0.7,0.5,0.6,1,0.19999999999999996,"[[0.7, 0.5, 0.7], [0.7, 0.5, 0.5], [0.7, 0.4, 0.5], [0.7, 0.4, 0.7], [0.7, 0.4, 0.6], [0.8, 0.5, 0.5], [0.8, 0.5, 0.6], [0.8, 0.5, 0.7], [0.8, 0.4, 0.6], [0.8, 0.45, 0.6], [0.6, 0.4, 0.6]]",11,5,0.5454545454545454,1.0,0.45454545454545453
0.7,0.45,0.8,1,0.19999999999999996,"[[0.7, 0.45, 0.9], [0.7, 0.5, 0.7], [0.6, 0.45, 0.8], [0.6, 0.45, 0.9], [0.7, 0.4, 0.7], [0.6, 0.35, 0.8], [0.6, 0.5, 0.9], [0.6, 0.5, 0.8], [0.7, 0.35, 0.9], [0.6, 0.4, 0.9], [0.6, 0.4, 0.8], [0.7, 0.35, 0.8], [0.8, 0.45, 0.7]]",13,7,0.7692307692307693,0.0,0.5384615384615384
0.8,0.25,0.5,13,0.19999999999999996,"[[0.8, 0.35, 0.5], [0.8, 0.35, 0.6], [0.8, 0.25, 0.6], [0.9, 0.35, 0.5], [0.9, 0.25, 0.5], [0.9, 0.25, 0.6], [0.9, 0.3, 0.6], [0.9, 0.3, 0.5], [0.7, 0.25, 0.6]]",9,1,0.3333333333333333,1.0,0.1111111111111111
0.8,0.35,0.5,13,0.19999999999999996,"[[0.8, 0.25, 0.5], [0.8, 0.35, 0.6], [0.8, 0.25, 0.6], [0.9, 0.35, 0.5], [0.9, 0.25, 0.5], [0.7, 0.4, 0.5], [0.9, 0.35, 0.6], [0.9, 0.3, 0.6], [0.9, 0.45, 0.5], [0.9, 0.3, 0.5], [0.8, 0.4, 0.6], [0.8, 0.45, 0.5], [0.8, 0.4, 0.5], [0.8, 0.45, 0.6], [0.7, 0.35, 0.6]]",15,2,0.26666666666666666,1.0,0.13333333333333333
0.9,0.5,0.9,1,0.19999999999999996,"[[0.9, 0.5, 0.8], [0.8, 0.45, 1.0], [0.9, 0.45, 1.0], [0.8, 0.5, 1.0], [0.9, 0.4, 0.8], [1.0, 0.45, 0.8], [1.0, 0.45, 0.9], [0.9, 0.4, 0.9], [1.0, 0.5, 1.0]]",9,6,0.7777777777777778,0.0,0.6666666666666666
0.8,0.4,1.0,1,0.19999999999999996,"[[0.8, 0.45, 1.0], [0.8, 0.3, 0.9], [0.9, 0.45, 1.0], [0.8, 0.5, 1.0], [0.9, 0.3, 1.0], [0.9, 0.4, 0.9], [0.9, 0.35, 1.0], [0.7, 0.4, 1.0], [0.8, 0.35, 1.0], [0.7, 0.5, 1.0]]",10,8,1.0,0.0,0.8
0.5,0.35,1.0,1,0.19999999999999996,"[[0.5, 0.25, 1.0], [0.5, 0.3, 1.0], [0.5, 0.4, 0.9], [0.6, 0.35, 0.9], [0.6, 0.4, 0.9], [0.6, 0.3, 1.0], [0.5, 0.45, 1.0]]",7,2,0.5714285714285714,1.0,0.2857142857142857
0.5,0.25,1.0,13,0.19999999999999996,"[[0.5, 0.35, 1.0], [0.5, 0.3, 1.0], [0.6, 0.25, 0.9], [0.6, 0.3, 1.0]]",4,1,0.75,1.0,0.25
0.8,0.25,0.7,13,0.19999999999999996,"[[0.8, 0.35, 0.7], [0.8, 0.3, 0.8], [0.8, 0.35, 0.6], [0.8, 0.25, 0.6], [0.9, 0.25, 0.6], [0.9, 0.35, 0.7], [0.9, 0.25, 0.7], [0.9, 0.3, 0.6], [0.9, 0.3, 0.7], [0.7, 0.25, 0.8], [0.7, 0.25, 0.6]]",11,4,0.8181818181818182,1.0,0.36363636363636365
0.8,0.35,0.7,0,0.19999999999999996,"[[0.8, 0.25, 0.7], [0.8, 0.3, 0.8], [0.8, 0.35, 0.6], [0.8, 0.25, 0.6], [0.7, 0.4, 0.7], [0.9, 0.35, 0.6], [0.9, 0.35, 0.7], [0.9, 0.25, 0.7], [0.9, 0.3, 0.6], [0.9, 0.3, 0.7], [0.9, 0.45, 0.7], [0.8, 0.4, 0.6], [0.8, 0.4, 0.7], [0.7, 0.35, 0.8], [0.8, 0.45, 0.7], [0.8, 0.45, 0.6], [0.7, 0.35, 0.6]]",17,8,0.7058823529411765,1.0,0.47058823529411764
1.0,0.5,0.6,0,0.19999999999999996,"[[1.0, 0.5, 0.5], [1.0, 0.5, 0.7], [1.0, 0.4, 0.6], [1.0, 0.4, 0.7], [1.0, 0.4, 0.5], [0.9, 0.45, 0.5], [0.9, 0.45, 0.6], [0.9, 0.45, 0.7]]",8,3,0.375,1.0,0.375
0.5,0.3,1.0,0,0.19999999999999996,"[[0.5, 0.35, 1.0], [0.5, 0.25, 1.0], [0.5, 0.4, 0.9], [0.6, 0.35, 0.9], [0.6, 0.25, 0.9], [0.6, 0.3, 1.0]]",6,1,0.5,1.0,0.16666666666666666
0.5,0.45,0.5,13,0.19999999999999996,"[[0.5, 0.45, 0.6], [0.5, 0.35, 0.6], [0.5, 0.35, 0.5], [0.6, 0.4, 0.6]]",4,3,0.75,0.0,0.75
0.8,0.3,0.8,0,0.19999999999999996,"[[0.8, 0.25, 0.7], [0.8, 0.35, 0.7], [0.8, 0.3, 0.9], [0.9, 0.4, 0.8], [0.7, 0.3, 0.9], [0.7, 0.3, 0.8], [0.9, 0.3, 0.7], [0.8, 0.4, 0.7], [0.7, 0.35, 0.8], [0.7, 0.25, 0.8]]",10,5,0.8,0.0,0.5
0.5,0.4,0.8,0,0.19999999999999996,"[[0.5, 0.45, 0.7], [0.5, 0.4, 0.9], [0.5, 0.5, 0.8], [0.6, 0.45, 0.8], [0.6, 0.45, 0.9], [0.5, 0.5, 0.9], [0.6, 0.35, 0.8], [0.6, 0.35, 0.9], [0.6, 0.5, 0.8], [0.6, 0.4, 0.9], [0.5, 0.35, 0.7], [0.5, 0.3, 0.7], [0.6, 0.4, 0.8]]",13,3,0.46153846153846156,1.0,0.23076923076923078
0.6,0.3,0.7,0,0.19999999999999996,"[[0.6, 0.3, 0.6], [0.7, 0.4, 0.7], [0.6, 0.25, 0.8], [0.6, 0.35, 0.8], [0.7, 0.3, 0.8], [0.5, 0.3, 0.6], [0.5, 0.25, 0.6], [0.5, 0.35, 0.6], [0.5, 0.35, 0.7], [0.5, 0.25, 0.7], [0.5, 0.3, 0.7], [0.6, 0.4, 0.8], [0.7, 0.25, 0.6], [0.7, 0.35, 0.6], [0.6, 0.4, 0.6]]",15,6,0.6,1.0,0.4
1.0,0.15,0.5,13,0.19999999999999996,"[[0.9, 0.25, 0.5]]",1,0,0.0,1.0,0.0
0.6,0.3,0.6,0,0.19999999999999996,"[[0.6, 0.3, 0.5], [0.6, 0.3, 0.7], [0.7, 0.4, 0.6], [0.5, 0.3, 0.6], [0.5, 0.25, 0.6], [0.5, 0.35, 0.6], [0.5, 0.35, 0.7], [0.5, 0.25, 0.7], [0.5, 0.3, 0.7], [0.5, 0.3, 0.5], [0.5, 0.35, 0.5], [0.5, 0.25, 0.5], [0.7, 0.25, 0.6], [0.7, 0.35, 0.6], [0.6, 0.4, 0.6]]",15,2,0.26666666666666666,1.0,0.13333333333333333
0.5,0.4,0.9,0,0.19999999999999996,"[[0.5, 0.35, 1.0], [0.5, 0.3, 1.0], [0.5, 0.4, 0.8], [0.5, 0.5, 0.8], [0.6, 0.45, 0.8], [0.6, 0.45, 0.9], [0.5, 0.5, 0.9], [0.6, 0.35, 0.8], [0.6, 0.35, 0.9], [0.6, 0.5, 0.9], [0.6, 0.4, 0.9], [0.6, 0.4, 0.8], [0.5, 0.45, 1.0]]",13,4,0.5384615384615384,1.0,0.3076923076923077
0.8,0.3,0.9,0,0.19999999999999996,"[[0.8, 0.4, 1.0], [0.8, 0.3, 0.8], [0.9, 0.3, 1.0], [0.9, 0.4, 0.9], [0.7, 0.3, 0.9], [0.9, 0.35, 1.0], [0.9, 0.25, 1.0], [0.7, 0.3, 0.8], [0.7, 0.25, 0.9], [0.7, 0.35, 0.9], [0.8, 0.25, 1.0], [0.8, 0.35, 1.0]]",12,6,0.5833333333333334,0.0,0.5
1.0,0.5,0.7,13,0.19999999999999996,"[[0.9, 0.5, 0.8], [1.0, 0.5, 0.6], [1.0, 0.4, 0.6], [1.0, 0.4, 0.7], [1.0, 0.45, 0.8], [0.9, 0.45, 0.6], [0.9, 0.45, 0.7]]",7,4,0.7142857142857143,0.0,0.5714285714285714
0.7,0.5,0.5,13,0.19999999999999996,"[[0.7, 0.5, 0.6], [0.7, 0.4, 0.5], [0.7, 0.4, 0.6], [0.8, 0.5, 0.5], [0.8, 0.5, 0.6], [0.8, 0.45, 0.5], [0.8, 0.4, 0.5]]",7,1,0.14285714285714285,1.0,0.14285714285714285
0.8,0.35,0.6,0,0.19999999999999996,"[[0.8, 0.25, 0.5], [0.8, 0.35, 0.5], [0.8, 0.25, 0.7], [0.8, 0.35, 0.7], [0.8, 0.25, 0.6], [0.9, 0.35, 0.5], [0.9, 0.25, 0.6], [0.9, 0.35, 0.6], [0.9, 0.35, 0.7], [0.7, 0.4, 0.6], [0.9, 0.3, 0.6], [0.9, 0.3, 0.7], [0.9, 0.3, 0.5], [0.9, 0.45, 0.6], [0.8, 0.4, 0.6], [0.8, 0.4, 0.7], [0.8, 0.45, 0.5], [0.8, 0.45, 0.7], [0.8, 0.4, 0.5], [0.8, 0.45, 0.6], [0.7, 0.25, 0.6], [0.7, 0.35, 0.6]]",22,4,0.45454545454545453,1.0,0.18181818181818182
0.8,0.25,0.6,0,0.19999999999999996,"[[0.8, 0.25, 0.5], [0.8, 0.35, 0.5], [0.8, 0.25, 0.7], [0.8, 0.35, 0.7], [0.8, 0.35, 0.6], [0.9, 0.25, 0.5], [0.9, 0.25, 0.6], [0.9, 0.35, 0.6], [0.9, 0.25, 0.7], [0.9, 0.3, 0.6], [0.9, 0.3, 0.7], [0.9, 0.3, 0.5], [0.7, 0.25, 0.6], [0.7, 0.35, 0.6]]",14,2,0.42857142857142855,1.0,0.14285714285714285
1.0,0.4,0.6,0,0.19999999999999996,"[[1.0, 0.5, 0.5], [1.0, 0.5, 0.6], [1.0, 0.5, 0.7], [0.9, 0.35, 0.5], [1.0, 0.4, 0.7], [1.0, 0.4, 0.5], [0.9, 0.35, 0.6], [0.9, 0.35, 0.7], [0.9, 0.3, 0.6], [0.9, 0.45, 0.5], [0.9, 0.45, 0.6], [0.9, 0.45, 0.7]]",12,4,0.3333333333333333,1.0,0.3333333333333333
0.9,0.45,1.0,0,0.19999999999999996,"[[0.8, 0.45, 1.0], [0.9, 0.5, 0.9], [0.8, 0.4, 1.0], [0.8, 0.5, 1.0], [1.0, 0.45, 0.9], [0.9, 0.4, 0.9], [0.9, 0.35, 1.0], [1.0, 0.4, 1.0], [1.0, 0.5, 1.0], [0.8, 0.35, 1.0]]",10,7,0.8,0.0,0.7
0.8,0.5,1.0,0,0.19999999999999996,"[[0.8, 0.45, 1.0], [0.9, 0.5, 0.9], [0.8, 0.4, 1.0], [0.9, 0.45, 1.0], [0.7, 0.4, 1.0], [0.7, 0.5, 1.0]]",6,3,0.6666666666666666,0.0,0.5
0.5,0.5,0.8,1,0.19999999999999996,"[[0.5, 0.45, 0.7], [0.5, 0.4, 0.8], [0.5, 0.4, 0.9], [0.6, 0.45, 0.8], [0.6, 0.45, 0.9], [0.5, 0.5, 0.9], [0.6, 0.5, 0.9], [0.6, 0.5, 0.8], [0.6, 0.4, 0.8]]",9,2,0.5555555555555556,1.0,0.2222222222222222
0.9,0.35,0.5,13,0.19999999999999996,"[[0.8, 0.25, 0.5], [0.8, 0.35, 0.5], [0.8, 0.35, 0.6], [1.0, 0.4, 0.6], [0.9, 0.25, 0.5], [1.0, 0.4, 0.5], [0.9, 0.25, 0.6], [0.9, 0.35, 0.6], [0.9, 0.3, 0.6], [0.9, 0.45, 0.5], [0.9, 0.3, 0.5], [0.9, 0.45, 0.6], [0.8, 0.4, 0.6], [0.8, 0.45, 0.5], [0.8, 0.4, 0.5]]",15,3,0.26666666666666666,1.0,0.2
0.9,0.25,0.5,13,0.19999999999999996,"[[0.8, 0.25, 0.5], [0.8, 0.35, 0.5], [1.0, 0.15, 0.5], [0.8, 0.25, 0.6], [0.9, 0.35, 0.5], [0.9, 0.25, 0.6], [0.9, 0.35, 0.6], [0.9, 0.3, 0.6], [0.9, 0.3, 0.5]]",9,0,0.2222222222222222,1.0,0.0
0.6,0.45,0.8,0,0.19999999999999996,"[[0.7, 0.45, 0.9], [0.5, 0.45, 0.7], [0.7, 0.45, 0.8], [0.5, 0.4, 0.8], [0.5, 0.4, 0.9], [0.5, 0.5, 0.8], [0.6, 0.45, 0.9], [0.5, 0.5, 0.9], [0.6, 0.35, 0.8], [0.6, 0.35, 0.9], [0.6, 0.5, 0.9], [0.6, 0.5, 0.8], [0.6, 0.4, 0.9], [0.6, 0.4, 0.8], [0.7, 0.35, 0.8]]",15,5,0.5333333333333333,1.0,0.3333333333333333
0.6,0.45,0.9,0,0.19999999999999996,"[[0.7, 0.45, 0.9], [0.7, 0.45, 0.8], [0.5, 0.4, 0.8], [0.5, 0.4, 0.9], [0.5, 0.5, 0.8], [0.6, 0.45, 0.8], [0.5, 0.5, 0.9], [0.6, 0.35, 0.8], [0.7, 0.4, 1.0], [0.6, 0.35, 0.9], [0.6, 0.5, 0.9], [0.6, 0.5, 0.8], [0.7, 0.35, 0.9], [0.6, 0.4, 0.9], [0.6, 0.4, 0.8], [0.5, 0.45, 1.0], [0.7, 0.5, 1.0]]",17,6,0.5294117647058824,1.0,0.35294117647058826
0.5,0.5,0.9,13,0.19999999999999996,"[[0.5, 0.4, 0.8], [0.5, 0.4, 0.9], [0.5, 0.5, 0.8], [0.6, 0.45, 0.8], [0.6, 0.45, 0.9], [0.6, 0.5, 0.9], [0.6, 0.5, 0.8], [0.6, 0.4, 0.9], [0.5, 0.45, 1.0]]",9,3,0.5555555555555556,1.0,0.3333333333333333
0.7,0.4,0.5,13,0.19999999999999996,"[[0.6, 0.3, 0.5], [0.7, 0.5, 0.6], [0.8, 0.35, 0.5], [0.7, 0.5, 0.5], [0.7, 0.4, 0.6], [0.8, 0.5, 0.5], [0.8, 0.4, 0.6], [0.8, 0.45, 0.5], [0.8, 0.4, 0.5], [0.7, 0.35, 0.6], [0.6, 0.4, 0.6]]",11,1,0.18181818181818182,1.0,0.09090909090909091
1.0,0.4,0.7,0,0.19999999999999996,"[[1.0, 0.5, 0.6], [1.0, 0.5, 0.7], [1.0, 0.4, 0.6], [0.9, 0.4, 0.8], [1.0, 0.45, 0.8], [0.9, 0.35, 0.6], [0.9, 0.35, 0.7], [0.9, 0.3, 0.7], [1.0, 0.3, 0.8], [1.0, 0.35, 0.8], [0.9, 0.45, 0.6], [0.9, 0.45, 0.7]]",12,5,0.6666666666666666,1.0,0.4166666666666667
0.7,0.4,0.7,0,0.19999999999999996,"[[0.7, 0.5, 0.7], [0.7, 0.5, 0.6], [0.7, 0.45, 0.8], [0.8, 0.35, 0.7], [0.6, 0.3, 0.7], [0.7, 0.4, 0.6], [0.7, 0.3, 0.8], [0.8, 0.5, 0.7], [0.8, 0.4, 0.6], [0.8, 0.4, 0.7], [0.6, 0.4, 0.8], [0.7, 0.35, 0.8], [0.8, 0.45, 0.7], [0.7, 0.35, 0.6], [0.6, 0.4, 0.6]]",15,5,0.7333333333333333,1.0,0.3333333333333333
1.0,0.4,0.5,13,0.19999999999999996,"[[1.0, 0.5, 0.5], [1.0, 0.5, 0.6], [1.0, 0.4, 0.6], [0.9, 0.35, 0.5], [0.9, 0.35, 0.6], [0.9, 0.45, 0.5], [0.9, 0.3, 0.5], [0.9, 0.45, 0.6]]",8,3,0.375,1.0,0.375
0.9,0.4,0.8,1,0.19999999999999996,"[[0.9, 0.5, 0.8], [0.9, 0.5, 0.9], [0.8, 0.3, 0.8], [1.0, 0.4, 0.7], [1.0, 0.45, 0.8], [0.9, 0.35, 0.7], [1.0, 0.45, 0.9], [0.9, 0.4, 0.9], [0.9, 0.3, 0.7], [1.0, 0.3, 0.8], [1.0, 0.35, 0.8], [0.9, 0.45, 0.7], [1.0, 0.35, 0.9], [0.8, 0.4, 0.7]]",14,7,0.7857142857142857,1.0,0.5
1.0,0.45,0.8,0,0.19999999999999996,"[[0.9, 0.5, 0.8], [0.9, 0.5, 0.9], [1.0, 0.5, 0.7], [1.0, 0.4, 0.7], [0.9, 0.4, 0.8], [1.0, 0.45, 0.9], [0.9, 0.4, 0.9], [1.0, 0.35, 0.8], [0.9, 0.45, 0.7], [1.0, 0.35, 0.9]]",10,3,0.5,1.0,0.3
0.9,0.25,0.6,0,0.19999999999999996,"[[0.8, 0.25, 0.5], [0.8, 0.25, 0.7], [0.8, 0.35, 0.6], [0.8, 0.25, 0.6], [0.9, 0.35, 0.5], [0.9, 0.25, 0.5], [0.9, 0.35, 0.6], [0.9, 0.35, 0.7], [0.9, 0.25, 0.7], [0.9, 0.3, 0.6], [0.9, 0.3, 0.7], [0.9, 0.3, 0.5]]",12,3,0.4166666666666667,1.0,0.25
0.9,0.35,0.6,1,0.19999999999999996,"[[0.8, 0.35, 0.5], [0.8, 0.35, 0.7], [0.8, 0.35, 0.6], [0.8, 0.25, 0.6], [1.0, 0.4, 0.6], [0.9, 0.35, 0.5], [0.9, 0.25, 0.5], [1.0, 0.4, 0.7], [1.0, 0.4, 0.5], [0.9, 0.25, 0.6], [0.9, 0.35, 0.7], [0.9, 0.25, 0.7], [0.9, 0.3, 0.6], [0.9, 0.45, 0.5], [0.9, 0.3, 0.7], [0.9, 0.3, 0.5], [0.9, 0.45, 0.6], [0.9, 0.45, 0.7], [0.8, 0.4, 0.6], [0.8, 0.4, 0.7], [0.8, 0.4, 0.5], [0.8, 0.45, 0.6]]",22,8,0.5454545454545454,1.0,0.36363636363636365
0.9,0.3,1.0,0,0.19999999999999996,"[[0.8, 0.4, 1.0], [0.8, 0.3, 0.9], [0.9, 0.4, 0.9], [0.9, 0.35, 1.0], [0.9, 0.25, 1.0], [1.0, 0.4, 1.0], [1.0, 0.25, 0.9], [1.0, 0.35, 0.9], [1.0, 0.3, 0.9], [0.8, 0.25, 1.0], [0.8, 0.35, 1.0]]",11,5,0.6363636363636364,1.0,0.45454545454545453
0.9,0.35,0.7,0,0.19999999999999996,"[[0.8, 0.25, 0.7], [0.8, 0.35, 0.7], [0.8, 0.35, 0.6], [1.0, 0.4, 0.6], [1.0, 0.4, 0.7], [0.9, 0.4, 0.8], [0.9, 0.25, 0.6], [0.9, 0.35, 0.6], [0.9, 0.25, 0.7], [0.9, 0.3, 0.6], [0.9, 0.3, 0.7], [1.0, 0.35, 0.8], [0.9, 0.45, 0.6], [0.9, 0.45, 0.7], [0.8, 0.4, 0.6], [0.8, 0.4, 0.7], [0.8, 0.45, 0.7]]",17,6,0.6470588235294118,1.0,0.35294117647058826
0.9,0.25,0.7,0,0.19999999999999996,"[[0.8, 0.25, 0.7], [0.8, 0.35, 0.7], [0.8, 0.25, 0.6], [0.9, 0.25, 0.6], [0.9, 0.35, 0.6], [0.9, 0.35, 0.7], [0.9, 0.3, 0.6], [0.9, 0.3, 0.7], [1.0, 0.25, 0.8]]",9,1,0.6666666666666666,1.0,0.1111111111111111
1.0,0.45,0.9,0,0.19999999999999996,"[[0.9, 0.5, 0.8], [0.9, 0.5, 0.9], [0.9, 0.45, 1.0], [0.9, 0.4, 0.8], [1.0, 0.45, 0.8], [0.9, 0.4, 0.9], [1.0, 0.35, 0.8], [1.0, 0.4, 1.0], [1.0, 0.35, 0.9], [1.0, 0.5, 1.0]]",10,4,0.7,1.0,0.4
0.9,0.4,0.9,0,0.19999999999999996,"[[0.9, 0.5, 0.8], [0.8, 0.45, 1.0], [0.9, 0.5, 0.9], [0.8, 0.4, 1.0], [0.8, 0.3, 0.9], [0.9, 0.45, 1.0], [0.9, 0.4, 0.8], [1.0, 0.45, 0.8], [0.9, 0.3, 1.0], [1.0, 0.45, 0.9], [0.9, 0.35, 1.0], [1.0, 0.35, 0.8], [1.0, 0.4, 1.0], [1.0, 0.35, 0.9], [1.0, 0.3, 0.9], [0.8, 0.35, 1.0]]",16,8,0.75,0.0,0.5
0.7,0.4,0.6,1,0.19999999999999996,"[[0.7, 0.5, 0.7], [0.7, 0.5, 0.6], [0.6, 0.3, 0.6], [0.7, 0.5, 0.5], [0.8, 0.35, 0.6], [0.7, 0.4, 0.5], [0.7, 0.4, 0.7], [0.8, 0.5, 0.6], [0.8, 0.4, 0.6], [0.8, 0.4, 0.7], [0.8, 0.4, 0.5], [0.8, 0.45, 0.6], [0.7, 0.35, 0.6], [0.6, 0.4, 0.6]]",14,7,0.6428571428571429,1.0,0.5
0.9,0.3,0.6,1,0.19999999999999996,"[[0.8, 0.25, 0.5], [0.8, 0.35, 0.5], [0.8, 0.25, 0.7], [0.8, 0.35, 0.7], [0.8, 0.35, 0.6], [0.8, 0.25, 0.6], [1.0, 0.4, 0.6], [0.9, 0.35, 0.5], [0.9, 0.25, 0.5], [0.9, 0.25, 0.6], [0.9, 0.35, 0.6], [0.9, 0.35, 0.7], [0.9, 0.25, 0.7], [0.9, 0.3, 0.7], [0.9, 0.3, 0.5], [0.8, 0.4, 0.6]]",16,4,0.5,1.0,0.25
0.7,0.3,0.9,0,0.19999999999999996,"[[0.8, 0.3, 0.8], [0.8, 0.3, 0.9], [0.6, 0.25, 0.8], [0.6, 0.35, 0.8], [0.7, 0.4, 1.0], [0.6, 0.35, 0.9], [0.6, 0.25, 0.9], [0.7, 0.3, 0.8], [0.7, 0.25, 0.9], [0.7, 0.35, 0.9], [0.6, 0.4, 0.9], [0.6, 0.3, 1.0], [0.7, 0.35, 0.8], [0.7, 0.25, 0.8]]",14,9,0.7857142857142857,0.0,0.6428571428571429
